Exact(SVD),Exact(SVD),Exact(SVD),Exact(SVD),Exact(SVD),Classical,Classical,Classical,Classical,Classical,CountSketch,CountSketch,CountSketch,CountSketch,CountSketch,SRHT,SRHT,SRHT,SRHT,SRHT,SJLT,SJLT,SJLT,SJLT,SJLT,Gaussian,Gaussian,Gaussian,Gaussian,Gaussian
Sketch,SVD,Solve,Coefficient Error,Test Error,Sketch,SVD,Solve,Coefficient Error,Test Error,Sketch,SVD,Solve,Coefficient Error,Test Error,Sketch,SVD,Solve,Coefficient Error,Test Error,Sketch,SVD,Solve,Coefficient Error,Test Error,Sketch,SVD,Solve,Coefficient Error,Test Error
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0009326271712779999,0.0003880449570715427,0.0006219425238668918,0.0017232996234381084,0.00012075228372265885,0.016948305629193784,0.0004113151691854,0.00014305440708994865,0.001965511669492982,0.00011765797190605042,0.003256926964968443,0.00036656782031059266,0.0006650784984230995,0.0018612242794886925,0.00011715595666809042,0.10807287590578199,0.0004575622268021107,0.00014442205429077148,0.0018323249433800776,0.00011921881888471994
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0008361403830349446,0.0003418000414967537,0.0005809877999126911,0.0006007507443748691,0.0001263612990964335,0.016307271737605333,0.0004214070737361908,0.00014431960880756378,0.0007575516293184732,0.00012481310604731021,0.003193241637200117,0.0003357469104230404,0.0005900324322283268,0.0008132064380061286,0.0001263990951386556,0.10542422886937856,0.00047247689217329026,0.00014383876696228982,0.0007242393897088156,0.00012452867729844424
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0008234506472945214,0.0003412501886487007,0.0005731638520956039,0.00024266553869297004,0.0001235753877572054,0.016252076625823973,0.0004239864647388458,0.0001477540470659733,0.00030497284766883013,0.00012287439818154544,0.003210638649761677,0.0003234445117413998,0.0005793524906039238,0.00034324448734901426,0.00012400077970736804,0.10423143086954952,0.0004675424657762051,0.00014765756204724312,0.0002663202365768451,0.0001238767948232521
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0007876266725361347,0.0003231927752494812,0.0005480337888002396,9.620726374146458e-05,0.00012393285547637354,0.016376768425107,0.0004300021566450596,0.0001481989398598671,0.00011478929546184569,0.00012372488690662553,0.0032049140892922877,0.0003241579979658127,0.0005713884718716144,0.00015184692306135643,0.00012407440940755723,0.10429767519235611,0.00047276755794882773,0.00014799516648054123,0.00010930059614249316,0.00012360743019435472
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.00077158622443676,0.000317347701638937,0.0005439314991235733,4.132546696059417e-05,0.0001235681785351559,0.01609333073720336,0.000427384115755558,0.00014745164662599564,5.201143080151806e-05,0.000123749795913353,0.003176675923168659,0.00032948581501841546,0.0005692708306014538,6.91754979149149e-05,0.000123750663079601,0.10480604618787766,0.0004467755556106567,0.0001495019532740116,3.728868949630999e-05,0.00012371031995143245
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0007665812969207764,0.0003168872557580471,0.0005416473373770714,1.566006559587324e-05,0.00012375227371431294,0.016384505294263364,0.000426402036100626,0.0001456647180020809,1.9343641136390144e-05,0.00012376568408807324,0.0031760664656758308,0.00032538315281271935,0.0005736171267926693,3.14570004426613e-05,0.00012369095971303545,0.1043596881441772,0.00047379638999700546,0.00014808867126703262,1.4691571073047438e-05,0.00012375791442583583
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0007680542767047882,0.0003201501443982124,0.000564179103821516,6.416280270393386e-06,0.00012370236311455525,0.016242106072604658,0.00043203523382544516,0.0001459568738937378,8.718849543121306e-06,0.00012371239783203129,0.003121150378137827,0.0003281832672655582,0.0005748532712459564,1.1594067674120517e-05,0.00012375248512292613,0.10468371184542775,0.0004674052819609642,0.00015282034873962403,6.560396847607124e-06,0.00012369715590275778
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0008195018395781517,0.000327653344720602,0.0005691293627023697,2.4736817563454882e-06,0.00012372381362422264,0.016263518109917642,0.0004273255355656147,0.000828696321696043,3.168503843496803e-06,0.0001237141959705874,0.003173478692770004,0.0003257046453654766,0.0005707656964659691,5.148154510163491e-06,0.00012370662899162225,0.10447471961379051,0.00046952478587627413,0.0001540505327284336,3.0198298432714675e-06,0.00012372395518167768
0.0,0.008051139954477548,0.0,0.0,0.00012371825661681976,0.0009213571436703205,0.0008874687366187573,0.0008553705178201198,0.004721041417401723,0.00024224806201550382,0.0008004050701856613,0.0003320532850921154,0.0005686796270310879,9.790436819654916e-07,0.00012371921048950292,0.016453858092427255,0.00042116688564419746,0.00026106638833880427,1.2667722789555617e-06,0.00012371848316458748,0.0032000418752431868,0.0003301376476883888,0.0005717643536627293,1.9223883700388805e-06,0.00012372162894303318,0.10435989936813712,0.00047673312947154044,0.00015626857057213784,1.0890875374198966e-06,0.00012371796055573418
