CountSketch5,CountSketch10,SRHT5,SRHT10,SJLT5,SJLT10,Gaussian5,Gaussian10
0.7278816277579792,0.44128833955324076,0.6751710724114661,0.3920722272130127,0.7104823310081458,0.43987055215993764,0.7408285536103607,0.4394183095800498
0.5165819283155597,0.23773604977656645,0.43267783069263227,0.210687123541607,0.4919931632814305,0.23831234184136862,0.48958188011367404,0.23372191001670917
0.3740201405806918,0.19061288810318616,0.3085216344884406,0.1857677255907762,0.3513224629643316,0.19189118123814966,0.35055456085411585,0.18725380629802055
0.2851921329058317,0.18196524466231073,0.24101022203546965,0.18114649885979484,0.27463954447586464,0.18308997671979046,0.28417221844892615,0.18279384859770967
0.23313835922241027,0.18102844649708807,0.20491650240522138,0.18101249538521666,0.23405945139685663,0.18119086538630802,0.234252258111361,0.18118637220745593
0.20431932896171,0.18099465901303238,0.19014850682401807,0.18094771791196287,0.20526070848876604,0.1811551483720102,0.20589451972683656,0.18102380880553853
0.1935936464476125,0.18098083989239472,0.18449381637047807,0.18095712082827747,0.1927502322109912,0.18089436237392814,0.1951334383240278,0.18093302259553645
0.18646428650551122,0.18094798317300337,0.1826487859498424,0.1809463644650437,0.1871236162323483,0.18095485117913537,0.1869795303091342,0.1809751277010484
0.18238151564587718,0.18095207993238613,0.18213752882334694,0.18095091726645013,0.18434347189974992,0.1809582292408074,0.18488722810888078,0.18094460387196148
0.18233059217934366,0.18094841866983052,0.18143552881503683,0.18094888523880576,0.18202924834199485,0.18094823377414598,0.18227849393496354,0.18094837402363856
0.1814009367252027,0.180949851716795,0.18088431593736548,0.18094901275552291,0.18164133055580078,0.18094849183565925,0.18163937062703134,0.18094996430602683
0.1812533395743428,0.18094905481962023,0.1809712853470547,0.18094919156344497,0.1809882096357966,0.1809492540632625,0.18106747506065862,0.18094902747675254
0.18098881001285472,0.18094915103944714,0.18107597503596087,0.18094923781395011,0.1809395960358089,0.18094929809600757,0.18103105988237264,0.18094922068413852
0.18087760197369343,0.18094919159328665,0.1809244576837954,0.1809492049163873,0.18110112866899658,0.18094924439459778,0.18116039800266096,0.18094917342364178
0.18092803577891842,0.18094923989587736,0.1809434443190972,0.18094922229253277,0.18097016850352063,0.18094922345032108,0.18096791411507557,0.1809492460400674
0.18095335340485513,0.18094922036085492,0.18096297657231217,0.18094922298495716,0.18102581044388583,0.1809492291855263,0.181034442328141,0.180949224119252
0.1809647067661255,0.18094922431746563,0.18094738422055853,0.18094922156927568,0.18092290762549892,0.18094921653690502,0.1809172077378282,0.18094922336244013
0.18092332267376027,0.1809492200032267,0.18095429528982593,0.1809492217100879,0.1809576195860781,0.18094922040683853,0.18092959654518373,0.1809492215599679
0.18094911890927587,0.18094922247022033,0.18094890381033335,0.18094922166130017,0.18093655641915177,0.18094922202991132,0.18094723672269758,0.180949221678035
0.18095267407555446,0.1809492214454798,0.1809476151137946,0.18094922172803446,0.18095052514355225,0.18094922138190125,0.18095211470671868,0.18094922161277277
